Player,Nation,Pos,Squad,Age,Born,X90s,Tackles.Tkl,Tackles.TklW,Tackles.Def.3rd,Tackles.Mid.3rd,Tackles.Att.3rd,Vs.Dribbles.Tkl,Vs.Dribbles.Att,Vs.Dribbles.Tkl.,Vs.Dribbles.Past,Pressures.Press,Pressures.Succ,Pressures..,Pressures.Def.3rd,Pressures.Mid.3rd,Pressures.Att.3rd,Blocks.Blocks,Blocks.Sh,Blocks.ShSv,Blocks.Pass,Int,Tkl.Int,Clr,Err,League,Year,Player_imp,Nation_imp,Pos_imp,Squad_imp,Age_imp,Born_imp,X90s_imp,Tackles.Tkl_imp,Tackles.TklW_imp,Tackles.Def.3rd_imp,Tackles.Mid.3rd_imp,Tackles.Att.3rd_imp,Vs.Dribbles.Tkl_imp,Vs.Dribbles.Att_imp,Vs.Dribbles.Tkl._imp,Vs.Dribbles.Past_imp,Pressures.Press_imp,Pressures.Succ_imp,Pressures.._imp,Pressures.Def.3rd_imp,Pressures.Mid.3rd_imp,Pressures.Att.3rd_imp,Blocks.Blocks_imp,Blocks.Sh_imp,Blocks.ShSv_imp,Blocks.Pass_imp,Int_imp,Tkl.Int_imp,Clr_imp,Err_imp,League_imp,Year_imp,2021 Tournament Place,Results,group,Gls,Standard.Sh,Standard.SoT,Standard.SoT.,Standard.Sh.90,Standard.SoT.90,Standard.G.Sh,Standard.G.SoT,Standard.Dist,Standard.FK,Performance.PK,Performance.PKatt,Expected.xG,Expected.npxG,Expected.npxG.Sh,Expected.G.xG,Expected.np.G.xG,Total.Cmp,Total.Att,Total.Cmp.,Total.TotDist,Total.PrgDist,Short.Cmp,Short.Att,Short.Cmp.,Medium.Cmp,Medium.Att,Medium.Cmp.,Long.Cmp,Long.Att,Long.Cmp.,Ast,xA,A.xA,KP,X1.3,PPA,CrsPA,Prog,score_def,score_pass,score_shoot,score_gk,skill_score
E. Kyomukama,Esia,GK,Marvelous Anchors,22,1997,1.52649182923489,-1.12705885862924,-1.01523588421885,-0.90231148758898,-0.888951665908964,-0.763051149827986,-0.86433172815974,-1.0281799859622,-1.42415424519655,-0.980670144147393,-1.61979725535829,-1.4611634774842,-2.28747790912539,-1.27480445924149,-1.34555646075342,-0.951100918683684,-1.19179844208792,-0.458316157245711,1.1393544714954,-0.936564231717205,-0.925699033024069,-1.36771464240805,-0.793127046072579,-0.117905587965,C,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,16,Okay,-0.296455336967624,-0.84803802872423,-0.663765575490685,-1.10887565557845,-0.694943551692169,-0.822326312492636,-0.233153330397683,-0.591156413218706,0.523136304896654,-0.166503809514483,-1.11778632629651,-0.879075887219602,-0.215276037357459,-0.456822596765683,0.176957570458447,0.0411259473630372,0.392550332796711,-0.3622631430302,-0.353488597201308,-0.856297146636782,-0.300048316020359,-0.144946332111599,-0.43007789638725,-0.440977935850628,1.27925559298174,-0.322484774904446,-0.346229216260613,1.21910968148976,-0.212210086258207,-0.117087275101451,-1.03041400205598,-0.324574959455028,-0.27214967358375,-0.198891780764066,-0.360951426357454,-0.364782057724475,-0.332125632386102,-0.27424147630099,-0.408518817198456,-0.027843523673547,-0.382529143685139,-0.471379668016066,1.00046857444035,2.06029526841349
E. Lungu,Nganion,GK,Mad Bees,23,1997,-0.563022625602015,-1.17083305428083,-1.01523588421885,-0.847453225897506,-0.9017680840314,-0.660744236033658,-0.802678795790279,-1.04244765897326,-1.42461854816098,-0.783068322773471,-1.58412878844953,-1.42296597219506,-2.29065706743108,-1.15580874769872,-1.35586268220283,-0.924339502560417,-1.16801186705541,-0.709535435272645,0.522192742322214,-1.04800117456899,-1.05348367195936,-1.32520463596908,-0.816521069999791,0.656084105272288,E,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,27,Very Good,-0.401886585981188,-0.970559103695719,-0.744642346459996,-1.10933165112582,-0.73268663681294,-0.721173609374535,-0.837339462980111,-0.712589183498455,-0.0441240921262856,-0.471458216608118,1.01822965529078,-0.156631926514739,-1.18384659480737,-0.399255687411715,-0.736452371228554,-0.0198606125205629,-0.343758766008419,-0.378887266774413,-0.381961882738282,-0.299245078776896,-0.334397615367071,-0.212902889913501,-0.412624003961182,-0.424375976950695,1.27925559298174,-0.367653805895354,-0.386711810140422,1.11245961788716,-0.231000417595522,-0.19851847295165,-0.443785160344368,-0.315467186251006,-0.389184891462875,-0.134154456044782,-0.364602549451183,-0.359205977175674,-0.364571448093567,-0.332965357461185,-0.401248327547671,-0.649536187389365,-0.297859956541246,-0.42240862800839,-0.221525049509488,-1.23871500974322
E. Mapuranga,Nkasland Cronestan,GK,Mean Trolls,32,1987,1.80339348323245,-1.23649434775821,-1.11832146391925,-0.748708354852854,-0.747971066562163,-0.353823494650672,-0.771852329605549,-1.01391231295113,-1.42554715408985,-0.801887543856702,-1.59193126558582,-1.37782346594425,1.11740063627312,-1.22097306592452,-1.34143397217366,-0.927015644172743,-1.05700785023701,-0.572506738167044,-0.403549851437573,-1.03085702951487,-1.07478111178191,-1.36240089160318,-0.872666727425098,-0.117905587965,C,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,8,Very Bad,-0.823611582035446,-0.897046458712826,-0.54245041903672,-1.11161162886266,-0.701234065878964,-0.781865231245395,-0.319465635052316,0.542216109392283,0.523136304896654,0.260432360416605,0.641285658540078,-0.638261233651314,-0.860989742324068,-0.284121868703779,-0.475478102175125,0.285072186897437,-0.159681491307137,-0.365547748124823,-0.359105015643832,-0.740799907686566,-0.300587467894613,-0.164914743490621,-0.423096339416823,-0.433133891049283,1.09970949243266,-0.350851799198253,-0.371342812463919,1.17270469198328,-0.168953177658763,-0.10730574983416,-0.619885978984374,-0.351898279067094,-0.34662663041592,0.167953059311878,-0.35486622120124,-0.372747887079906,-0.337117296341096,-0.316187105701129,-0.409609390646074,0.474852161091207,-0.361426732661548,0.816759971958858,0.912174981585765,2.74553015415867
E. Miyazaki,Greri Landmoslands,GK,Wild Hornets,32,1988,2.08393858004578,-1.09787606152818,-0.974001652338684,-0.858424878235801,-0.927400920276273,-0.660744236033658,-0.941397893621566,-1.05671533198432,-1.42229703333883,-1.01830858631385,-1.6142240574038,-1.44380097508004,-2.281119592514,-1.27480445924149,-1.34143397217366,-0.935044069009724,-1.16008300871124,-0.709535435272645,-0.403549851437573,-0.987996666879569,-1.06413239187063,-1.35177338999344,-0.900739556137752,-0.375902152377429,RFL,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,19,Okay,-0.138308463447277,-0.839869957059464,-0.62332719000603,-1.10933165112582,-0.764139207746917,-0.802095771869016,-0.492090244361581,0.0564850282732874,0.138921595091979,-0.288485572351937,1.01822965529078,-0.0362245997305947,-0.430513939012996,-0.514389506119651,-0.0840166985949823,0.529018426431838,-0.527836040709701,-0.412437161669486,-0.414011792955073,-0.982455669182402,-0.366420574219319,-0.258257425791808,-0.444551855960088,-0.453162859813881,1.17777301441052,-0.403512634041115,-0.418888605275908,1.11897259887052,-0.259381647219591,-0.22431724584413,-0.528470585868702,-0.324574959455028,-0.389184891462875,-0.134154456044782,-0.358517344294969,-0.381112007903107,-0.359579784138572,-0.328770794521171,-0.406337670303221,-0.635897461918786,-0.434901103674514,0.819616087555429,0.532975095278766,1.20684649917798
E. Namakoye,Esia,GK,Little Lollipops,32,1988,-0.947405842664426,-1.1562416557303,-0.984310210308725,-0.858424878235801,-0.888951665908964,-0.507283865342165,-0.83350526197501,-1.05671533198432,-1.42647576001871,-0.895983649272855,-1.62982901167638,-1.40907597027173,0.330558955613798,-1.30597000274078,-1.35586268220283,-0.916311077723437,-1.12836757533455,-0.755211667641178,-0.55784028373087,-1.03085702951487,-0.957645192757891,-1.36771464240805,-0.839915093927002,0.312088686055716,C,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,16,Okay,-0.0855928389404948,-0.897046458712826,-0.663765575490685,-1.11343561105214,-0.751558179373326,-0.802095771869016,-1.00996407228938,-0.712589183498455,-0.221732778734107,-0.837403505120479,-0.992138327379612,-0.879075887219602,-0.269085512771343,-0.514389506119651,-0.60596523670184,-0.141833732287763,0.576627607497993,-0.376205956493088,-0.366034725960976,-1.12371767682151,-0.295918146415741,-0.0984913232557382,-0.428119654797984,-0.438769418382288,1.26949765273451,-0.378709671773966,-0.395540808805647,1.06361226051192,-0.148205520140478,-0.0796729409540619,-0.600256906842972,-0.297251639842962,-0.261510108322011,0.167953059311878,-0.357300303263726,-0.367570097998876,-0.345852708262337,-0.286825165121032,-0.409609390646074,-0.0783671882202841,-0.395598008633336,-1.71803552927297,-0.534035258006171,-2.43108850807872
E. Tushemereirwe,New Uwi,GK,White Firebirds,30,1990,1.71777257706215,-1.14894595645503,-0.994618768278765,-0.770651659529444,-0.696705394072417,-0.558437322239329,-0.941397893621566,-1.0281799859622,-1.42415424519655,-0.943031701980932,-1.61645333658559,-1.45421847652254,-2.28906748827824,-1.24930537819661,-1.35380143791295,-0.935044069009724,-1.08079442526953,-0.732373551456912,0.213611877735618,-1.01371288446075,-1.08542983169318,-1.37302839321292,-0.910097165708637,0.226089831251573,C,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,10,Very Bad,-0.823611582035446,-0.937886817036655,-0.643546382748358,-1.10750766893634,-0.738977150999736,-0.599790365632814,-0.233153330397683,0.0564850282732874,0.439768962203187,0.138450597579151,-0.112602334961318,0.324997380621837,-0.107657086529691,-0.456822596765683,0.307444704985161,0.346058746781037,0.515268515930899,-0.358643374150412,-0.375143941942383,0.783763646456281,-0.316625572104651,-0.2136882702009,-0.410580621433252,-0.422243615257125,1.21387739332529,-0.322266567025263,-0.346817816171628,1.28261124607756,-0.235110802575559,-0.238133650284179,0.264543928643935,-0.269928320230896,-0.442382717771568,-0.242049997243589,-0.358517344294969,-0.372747887079906,-0.36207561611607,-0.278436039241004,-0.408518817198456,-0.598113016653275,-0.0862403083061149,0.939981783851452,0.617768671300335,1.67223590769687
E. Wibowo,Coastpa Barleslands,GK,Horrible Grizzlies,28,1992,1.48003793333398,-1.20001585138189,-0.943075978428562,-0.88036818291239,-0.799236739051909,-0.481707136893583,-0.910571427436836,-1.09238451451198,-1.42136842740996,-0.877164428189625,-1.61868261576739,-1.43338347363755,-2.28191438209042,-1.25780507187823,-1.35174019362307,-0.951100918683684,-1.16801186705541,-0.412639924877177,-0.0949689868509774,-0.945136304244266,-0.904401593201521,-1.3039496327496,-0.87734553221054,-0.289903297573286,A,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,-0.507317834994753,-0.831701885394698,-0.805299924686979,-1.1065956778416,-0.676072009131783,-0.822326312492636,-0.492090244361581,-0.631634003311956,0.425270293908671,-0.715421742283025,-0.992138327379612,-0.999483214003746,-0.7533707914963,-0.571956415473619,-0.60596523670184,-0.446766531705763,-0.0369633081729483,-0.368094992892081,-0.381766286076105,0.593637422338234,-0.334232874516605,-0.247464325435035,-0.407004702009374,-0.419730474689704,1.18167619050942,-0.335795455534617,-0.35839361442159,1.26144405788163,-0.262904834345338,-0.252316861921752,-0.0669069752294516,-0.233497227414808,-0.367905760939398,-0.0694171313254975,-0.367036631513668,-0.383900048177508,-0.355836036172326,-0.270046913360976,-0.408882341680996,-0.549849147222335,-0.114659460028981,0.777371737806635,-1.88513059165148,-4.65639491385104
E. Wibowo,Coastpa Barleslands,GK,Horrible Grizzlies,28,1992,1.48003793333398,-1.20001585138189,-0.943075978428562,-0.88036818291239,-0.799236739051909,-0.481707136893583,-0.910571427436836,-1.09238451451198,-1.42136842740996,-0.877164428189625,-1.61868261576739,-1.43338347363755,-2.28191438209042,-1.25780507187823,-1.35174019362307,-0.951100918683684,-1.16801186705541,-0.412639924877177,-0.0949689868509774,-0.945136304244266,-0.904401593201521,-1.3039496327496,-0.87734553221054,-0.289903297573286,A,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,-0.507317834994753,-0.831701885394698,-0.805299924686979,-1.1065956778416,-0.676072009131783,-0.822326312492636,-0.492090244361581,-0.631634003311956,0.425270293908671,-0.715421742283025,-0.992138327379612,-0.999483214003746,-0.7533707914963,-0.571956415473619,-0.60596523670184,-0.446766531705763,-0.0369633081729483,-0.380998798620956,-0.393306489144574,0.436383489306017,-0.321759163253018,-0.200017009748988,-0.448383198199957,-0.456666025453317,1.27437662285813,-0.348596984446694,-0.369773212701213,1.31436202837147,-0.205163712006713,-0.216369756564456,0.360445966820499,-0.33368273265905,-0.27214967358375,-0.11257534780502,-0.253851815608087,-0.346858941674758,-0.36207561611607,-0.278436039241004,-0.410336439611153,-0.549849147222335,-0.114659460028981,0.777371737806635,-1.88513059165148,-4.65639491385104
E. Wibowo,Coastpa Barleslands,GK,Horrible Grizzlies,28,1992,1.48003793333398,-1.20001585138189,-0.943075978428562,-0.88036818291239,-0.799236739051909,-0.481707136893583,-0.910571427436836,-1.09238451451198,-1.42136842740996,-0.877164428189625,-1.61868261576739,-1.43338347363755,-2.28191438209042,-1.25780507187823,-1.35174019362307,-0.951100918683684,-1.16801186705541,-0.412639924877177,-0.0949689868509774,-0.945136304244266,-0.904401593201521,-1.3039496327496,-0.87734553221054,-0.289903297573286,A,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,-0.770895957528664,-0.864374172053762,-0.764861539202323,-1.11024364222056,-0.713815094252554,-0.680712528127295,-0.492090244361581,-0.307813282565959,0.818546671397418,-0.22749469093321,0.641285658540078,0.686219360974269,-0.430513939012996,-0.687090234181555,-0.475478102175125,-0.385779971822163,-0.0369633081729483,-0.368094992892081,-0.381766286076105,0.593637422338234,-0.334232874516605,-0.247464325435035,-0.407004702009374,-0.419730474689704,1.18167619050942,-0.335795455534617,-0.35839361442159,1.26144405788163,-0.262904834345338,-0.252316861921752,-0.0669069752294516,-0.233497227414808,-0.367905760939398,-0.0694171313254975,-0.367036631513668,-0.383900048177508,-0.355836036172326,-0.270046913360976,-0.408882341680996,-0.549849147222335,-0.114659460028981,0.777371737806635,-1.88513059165148,-4.65639491385104
E. Wibowo,Coastpa Barleslands,GK,Horrible Grizzlies,28,1992,1.48003793333398,-1.20001585138189,-0.943075978428562,-0.88036818291239,-0.799236739051909,-0.481707136893583,-0.910571427436836,-1.09238451451198,-1.42136842740996,-0.877164428189625,-1.61868261576739,-1.43338347363755,-2.28191438209042,-1.25780507187823,-1.35174019362307,-0.951100918683684,-1.16801186705541,-0.412639924877177,-0.0949689868509774,-0.945136304244266,-0.904401593201521,-1.3039496327496,-0.87734553221054,-0.289903297573286,A,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,-0.770895957528664,-0.864374172053762,-0.764861539202323,-1.11024364222056,-0.713815094252554,-0.680712528127295,-0.492090244361581,-0.307813282565959,0.818546671397418,-0.22749469093321,0.641285658540078,0.686219360974269,-0.430513939012996,-0.687090234181555,-0.475478102175125,-0.385779971822163,-0.0369633081729483,-0.380998798620956,-0.393306489144574,0.436383489306017,-0.321759163253018,-0.200017009748988,-0.448383198199957,-0.456666025453317,1.27437662285813,-0.348596984446694,-0.369773212701213,1.31436202837147,-0.205163712006713,-0.216369756564456,0.360445966820499,-0.33368273265905,-0.27214967358375,-0.11257534780502,-0.253851815608087,-0.346858941674758,-0.36207561611607,-0.278436039241004,-0.410336439611153,-0.549849147222335,-0.114659460028981,0.777371737806635,-1.88513059165148,-4.65639491385104
E. Wibowo,Coastpa Barleslands,GK,Overconfident Kangaroos,28,1992,-1.19880339695169,-1.23649434775821,-1.09770434797917,-0.935226444603863,-0.709521812194854,-0.609590779136493,-0.725612630328454,-1.10665218752304,-1.42879727484087,-0.990079754689009,-1.6142240574038,-1.46810847844586,-2.28429875081969,-1.30030354028636,-1.35174019362307,-0.932367927397397,-1.06493670858118,-0.458316157245711,0.367902310028916,-0.910848014136024,-0.893752873290247,-1.39428339643241,-0.872666727425098,0.570085250468145,B,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,-0.507317834994753,-0.831701885394698,-0.805299924686979,-1.1065956778416,-0.676072009131783,-0.822326312492636,-0.492090244361581,-0.631634003311956,0.425270293908671,-0.715421742283025,-0.992138327379612,-0.999483214003746,-0.7533707914963,-0.571956415473619,-0.60596523670184,-0.446766531705763,-0.0369633081729483,-0.368094992892081,-0.381766286076105,0.593637422338234,-0.334232874516605,-0.247464325435035,-0.407004702009374,-0.419730474689704,1.18167619050942,-0.335795455534617,-0.35839361442159,1.26144405788163,-0.262904834345338,-0.252316861921752,-0.0669069752294516,-0.233497227414808,-0.367905760939398,-0.0694171313254975,-0.367036631513668,-0.383900048177508,-0.355836036172326,-0.270046913360976,-0.408882341680996,-0.549849147222335,-0.114659460028981,0.777371737806635,-1.88513059165148,-4.65639491385104
E. Wibowo,Coastpa Barleslands,GK,Overconfident Kangaroos,28,1992,-1.19880339695169,-1.23649434775821,-1.09770434797917,-0.935226444603863,-0.709521812194854,-0.609590779136493,-0.725612630328454,-1.10665218752304,-1.42879727484087,-0.990079754689009,-1.6142240574038,-1.46810847844586,-2.28429875081969,-1.30030354028636,-1.35174019362307,-0.932367927397397,-1.06493670858118,-0.458316157245711,0.367902310028916,-0.910848014136024,-0.893752873290247,-1.39428339643241,-0.872666727425098,0.570085250468145,B,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,-0.507317834994753,-0.831701885394698,-0.805299924686979,-1.1065956778416,-0.676072009131783,-0.822326312492636,-0.492090244361581,-0.631634003311956,0.425270293908671,-0.715421742283025,-0.992138327379612,-0.999483214003746,-0.7533707914963,-0.571956415473619,-0.60596523670184,-0.446766531705763,-0.0369633081729483,-0.380998798620956,-0.393306489144574,0.436383489306017,-0.321759163253018,-0.200017009748988,-0.448383198199957,-0.456666025453317,1.27437662285813,-0.348596984446694,-0.369773212701213,1.31436202837147,-0.205163712006713,-0.216369756564456,0.360445966820499,-0.33368273265905,-0.27214967358375,-0.11257534780502,-0.253851815608087,-0.346858941674758,-0.36207561611607,-0.278436039241004,-0.410336439611153,-0.549849147222335,-0.114659460028981,0.777371737806635,-1.88513059165148,-4.65639491385104
E. Wibowo,Coastpa Barleslands,GK,Overconfident Kangaroos,28,1992,-1.19880339695169,-1.23649434775821,-1.09770434797917,-0.935226444603863,-0.709521812194854,-0.609590779136493,-0.725612630328454,-1.10665218752304,-1.42879727484087,-0.990079754689009,-1.6142240574038,-1.46810847844586,-2.28429875081969,-1.30030354028636,-1.35174019362307,-0.932367927397397,-1.06493670858118,-0.458316157245711,0.367902310028916,-0.910848014136024,-0.893752873290247,-1.39428339643241,-0.872666727425098,0.570085250468145,B,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,-0.770895957528664,-0.864374172053762,-0.764861539202323,-1.11024364222056,-0.713815094252554,-0.680712528127295,-0.492090244361581,-0.307813282565959,0.818546671397418,-0.22749469093321,0.641285658540078,0.686219360974269,-0.430513939012996,-0.687090234181555,-0.475478102175125,-0.385779971822163,-0.0369633081729483,-0.368094992892081,-0.381766286076105,0.593637422338234,-0.334232874516605,-0.247464325435035,-0.407004702009374,-0.419730474689704,1.18167619050942,-0.335795455534617,-0.35839361442159,1.26144405788163,-0.262904834345338,-0.252316861921752,-0.0669069752294516,-0.233497227414808,-0.367905760939398,-0.0694171313254975,-0.367036631513668,-0.383900048177508,-0.355836036172326,-0.270046913360976,-0.408882341680996,-0.549849147222335,-0.114659460028981,0.777371737806635,-1.88513059165148,-4.65639491385104
E. Wibowo,Coastpa Barleslands,GK,Overconfident Kangaroos,28,1992,-1.19880339695169,-1.23649434775821,-1.09770434797917,-0.935226444603863,-0.709521812194854,-0.609590779136493,-0.725612630328454,-1.10665218752304,-1.42879727484087,-0.990079754689009,-1.6142240574038,-1.46810847844586,-2.28429875081969,-1.30030354028636,-1.35174019362307,-0.932367927397397,-1.06493670858118,-0.458316157245711,0.367902310028916,-0.910848014136024,-0.893752873290247,-1.39428339643241,-0.872666727425098,0.570085250468145,B,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,-0.770895957528664,-0.864374172053762,-0.764861539202323,-1.11024364222056,-0.713815094252554,-0.680712528127295,-0.492090244361581,-0.307813282565959,0.818546671397418,-0.22749469093321,0.641285658540078,0.686219360974269,-0.430513939012996,-0.687090234181555,-0.475478102175125,-0.385779971822163,-0.0369633081729483,-0.380998798620956,-0.393306489144574,0.436383489306017,-0.321759163253018,-0.200017009748988,-0.448383198199957,-0.456666025453317,1.27437662285813,-0.348596984446694,-0.369773212701213,1.31436202837147,-0.205163712006713,-0.216369756564456,0.360445966820499,-0.33368273265905,-0.27214967358375,-0.11257534780502,-0.253851815608087,-0.346858941674758,-0.36207561611607,-0.278436039241004,-0.410336439611153,-0.549849147222335,-0.114659460028981,0.777371737806635,-1.88513059165148,-4.65639491385104
E. bin Mohamed,Cabral Retrea,GK,Sugar Bengals,23,1997,-1.15417122245866,-1.17083305428083,-1.03585300015893,-0.847453225897506,-0.683888975949981,-0.456130408445001,-0.741025863420819,-1.14945520655623,-1.42647576001871,-0.952441312522547,-1.61756797617649,-1.42296597219506,-0.701077914583975,-1.29747030905916,-1.34143397217366,-0.91363493611111,-1.09665214195787,-0.412639924877177,0.676483174615511,-0.953708376771326,-1.08542983169318,-1.33051838677395,-0.858630313068771,0.226089831251573,D,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,-0.718180333021882,-0.897046458712826,-0.522231226294392,-1.10978764667319,-0.764139207746917,-0.640251446880055,-0.492090244361581,0.177917798553036,-0.993786865417085,-0.105512928095756,-0.489546331712015,-0.0362245997305947,-0.322894988185228,-1.03249169030536,-0.997426640281983,0.0411259473630372,-0.405117857575513,-0.283968882815523,-0.320516588434252,1.64910449828328,-0.247878715990384,-0.130894138705918,-0.329867011580017,-0.35065718697301,1.27925559298174,-0.231128409486442,-0.266179628362575,1.31924676410899,-0.225324171670708,-0.266255535427642,1.20673939143123,-0.28814386663894,-0.357266195677659,0.0600575181130709,-0.374338877701125,-0.347257233142529,-0.35209228820608,-0.27424147630099,-0.405247096855603,0.218905293451435,0.158742385223577,-0.73365900017733,0.204542392875608,0.33335032143786
E. binti Ismail,Ledian,GK,Weak Tornadoes,23,1996,-1.11955851570897,-1.20731155065715,-0.932767420458521,-0.924254792265569,-0.927400920276273,-0.430553679996418,-0.818092028882645,-0.771361871763063,-1.42601145705428,-0.510189617066627,-1.50387473790482,-1.43338347363755,-2.28429875081969,-0.991481336520616,-1.35586268220283,-0.959129343520664,-1.11250985864621,-0.526830505798511,0.522192742322214,-1.06514531962311,-1.04283495204808,-1.3411458883837,-0.891381946566867,-0.891895281202288,A,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,12,Bad,-0.243739712460842,-0.921550673707123,-0.764861539202323,-1.11161162886266,-0.757848693560121,-0.700943068750915,0.112095888220846,1.06842478060453,0.798611002492459,0.321423241835332,0.515637659623179,-0.758668560435458,-0.7533707914963,-1.03249169030536,0.046470435931732,0.407045306664638,-0.221040582874231,-0.399600388697645,-0.409680724006858,0.217827175600225,-0.367928202608435,-0.280407971622047,-0.427608809166002,-0.438693262607518,1.2773040049323,-0.381619110163074,-0.399726408172864,1.32331737722359,-0.283652491863623,-0.272002181522175,-0.174025626058245,-0.388329371883182,-0.250870543060272,-0.198891780764066,-0.359734385326211,-0.389077837258537,-0.358331868149824,-0.337159920401199,-0.405247096855603,-0.0369363688235355,-0.220077928815427,1.41047681601133,-1.93614821283657,-4.26363927290523
